Player,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Att,Succ,Carries,CPA,Rec,PrgR
Denis Huseinbasic,409,9,65,181,168,26,19,6,229,2,241,45
Omari Hutchinson,16,0,0,4,12,3,0,0,11,1,12,2
Elseid Hysaj,1589,61,542,825,235,10,21,6,822,4,1019,60
Pierre Højbjerg,2633,122,670,1537,449,33,45,30,1507,8,1925,66
Rasmus Højlund,700,6,17,251,438,133,75,28,455,31,570,224
Iago,948,66,301,396,259,26,38,15,365,5,396,49
Pablo Ibáñez,528,31,116,297,120,28,15,8,284,3,333,42
Roger Ibanez,2013,209,992,974,80,33,22,13,1216,2,1272,9
Arijon Ibrahimović,13,0,3,6,4,2,1,0,6,0,9,2
Zlatan Ibrahimović,72,3,5,31,36,7,3,0,38,1,55,10
Mounaim El Idrissy,926,26,72,482,379,98,27,11,580,4,637,173
Antonio Iervolino,8,0,0,5,3,0,0,0,7,0,6,2
Iglesias,1259,78,381,545,349,23,30,13,508,6,529,100
Borja Iglesias,776,18,39,357,387,118,32,12,467,20,638,147
Igor,1522,122,668,820,46,12,13,9,901,0,973,2
Kelechi Iheanacho,464,10,28,197,244,58,39,20,293,18,380,99
Jonathan Ikone,921,7,78,372,490,109,90,48,654,50,714,178
Ivan Ilić,489,26,98,249,149,11,17,8,219,4,238,20
Ivan Ilić,930,19,150,613,179,8,15,7,518,3,666,28
Rareş Ilie,75,1,13,28,36,5,6,5,58,1,54,6
Samuel Iling-Junior,175,4,35,50,93,10,14,5,99,3,114,36
Emirhan İlkhan,58,4,12,34,12,0,2,1,39,0,38,3
Emirhan İlkhan,90,6,16,53,21,1,3,1,50,0,58,8
Asier Illarramendi,790,33,160,477,156,12,7,7,426,1,516,24
Ciro Immobile,868,18,55,370,451,159,43,18,503,27,695,174
Danny Ings,229,8,22,105,105,37,18,5,129,3,157,44
Danny Ings,267,12,26,106,139,49,16,10,163,9,186,46
Marcus Ingvartsen,539,13,60,255,229,66,36,12,295,9,402,81
Bonke Innocent,718,60,252,424,47,2,8,6,503,0,442,0
Alexander Isak,583,11,34,202,358,98,72,32,371,22,431,122
Alexander Isak,46,3,5,19,22,11,5,2,29,2,33,11
Isco,509,9,70,275,172,20,29,11,339,1,387,36
Ismaily,1359,53,325,668,379,46,39,17,901,9,825,116
Ardian Ismajli,1301,242,785,494,25,18,2,2,694,0,762,0
Ko Itakura,1787,198,895,845,54,16,11,8,1175,0,1335,4
Hiroki Ito,2367,224,1077,1156,160,11,12,5,1417,2,1552,29
Junya Ito,1471,8,130,538,832,112,141,62,1123,43,1076,338
Diego Iturralde,16,2,9,7,1,0,0,0,8,0,8,1
Andreas Ivan,14,0,3,8,3,0,1,0,8,0,10,1
Mihailo Ivanović,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Iversen,411,344,406,5,0,0,0,0,177,0,136,0
Alex Iwobi,1912,52,359,892,709,59,110,55,1169,15,1285,145
Armando Izzo,1890,191,962,812,130,28,22,11,1041,1,1280,29
Nicolas Jackson,524,9,35,210,290,93,37,23,347,19,376,117
Lee Jae-sung,1028,29,178,484,375,77,37,25,537,9,649,103
Paul Jaeckel,748,60,369,347,40,4,9,7,426,0,471,8
Mato Jajalo,36,4,7,14,16,1,2,1,17,0,22,1
Kristijan Jakić,1129,89,469,550,121,14,15,8,578,2,651,19
Ismail Jakobs,749,24,145,311,299,41,12,5,483,8,493,109
Marin Jakoliš,14,0,1,3,10,3,2,0,11,1,11,2
Daniel James,66,1,9,26,32,6,6,1,35,3,39,9
Daniel James,254,9,27,78,156,29,14,5,156,8,173,48
Reece James,1187,39,256,543,395,25,40,22,710,9,813,115
Vitaly Janelt,1244,66,335,675,242,36,24,9,663,2,737,28
Saidy Janko,600,58,204,305,100,1,23,14,229,1,265,27
Pontus Jansson,393,73,243,137,13,8,2,2,192,0,217,0
Tony Jantschke,99,11,57,39,3,0,0,0,59,0,74,1
Adnan Januzaj,30,0,2,12,16,1,8,4,19,0,22,6
Léo Jardim,159,136,159,0,0,0,0,0,130,0,97,0
Luis Javier Suárez,578,14,55,308,225,60,44,19,331,15,416,87
Luis Javier Suárez,119,7,15,53,53,20,4,4,78,0,80,17
Dany Jean,13,0,1,4,8,0,1,0,9,0,8,2
Julian Jeanvier,1002,168,558,423,23,12,3,2,674,0,607,6
Jeffinho,258,3,21,100,147,32,37,15,207,14,201,52
Fredrik Jensen,410,22,67,166,178,35,12,4,206,2,243,62
Mathias Jensen,1890,43,368,868,669,29,61,24,900,1,1011,77
Moritz Jenz,614,100,381,217,24,14,2,1,317,0,333,1
Jesé,92,3,5,47,41,6,5,3,49,0,60,15
Gabriel Jesus,1080,26,110,406,573,191,111,44,642,28,799,194
Juan Jesus,834,56,300,518,21,7,0,0,532,0,575,3
Raúl Jiménez,293,11,28,139,127,44,10,5,146,2,219,45
Joaquín,377,7,42,152,186,17,19,11,227,6,275,37
Joelinton,1703,71,312,852,562,96,111,53,897,13,1115,150
Þórir Jóhann Helgason,96,8,25,42,31,3,1,0,41,1,50,5
Ben Johnson,627,43,256,289,87,2,17,8,276,1,335,22
Brennan Johnson,806,9,90,309,434,116,88,33,450,42,507,155
Sam Johnstone,298,242,297,1,0,0,0,0,188,0,156,0
Paul Joly,783,54,283,328,179,4,28,13,519,1,445,48
Curtis Jones,821,14,105,417,304,40,30,11,550,11,627,75
Frenkie de Jong,2526,45,391,1553,607,47,60,35,1797,9,2036,83
Joan Jordán,1221,30,248,734,243,8,10,5,690,0,903,22
Jorginho,807,27,159,476,175,8,10,3,523,0,629,8
Jorginho,1026,36,273,577,178,8,12,5,546,1,706,10
Josan,653,20,211,276,178,16,36,21,407,8,406,61
Willian José,339,15,52,162,126,16,7,2,170,2,234,27
Joselu,1111,44,90,501,523,152,42,18,520,16,833,147
Mateo Joseph,9,1,1,5,3,1,1,0,5,0,6,2
Diogo Jota,550,21,71,235,252,73,39,14,339,14,403,104
Stevan Jovetić,416,12,41,214,164,39,21,10,261,8,323,44
Luka Jović,437,11,27,196,219,79,22,15,214,4,326,75
Juanmi,363,7,56,184,128,38,32,12,209,4,251,37
Juanpe,992,169,573,395,31,16,1,1,595,0,693,3
Jubal,1774,305,979,749,57,31,7,2,1106,0,972,1
Christopher Jullien,1360,239,746,574,47,32,5,5,850,1,755,6
Anthony Jung,1687,92,569,767,361,34,24,13,808,1,966,109
Eli Junior Kroupi,5,0,1,4,0,0,0,0,3,0,3,0
Lago Junior,27,0,4,9,15,1,1,1,18,0,20,5
Hamed Junior Traorè,246,2,29,109,116,11,25,16,143,1,142,21
Hamed Junior Traorè,308,3,43,142,127,24,15,4,194,7,226,36
Vinicius Júnior,1707,3,94,444,1190,260,306,112,1357,140,1460,495
Josip Juranović,553,33,154,215,194,10,11,7,216,2,224,33
James Justin,980,48,296,475,216,8,19,4,417,4,574,50
Filip Jørgensen,56,49,56,0,0,0,0,0,35,0,30,0
Mathias Jørgensen,612,87,291,281,42,12,1,0,295,0,321,1
Ozan Kabak,1588,168,772,746,93,26,30,15,899,0,968,13
Issa Kaboré,734,29,155,290,299,39,54,23,510,10,464,130
Abdoul Kader Bamba,54,0,8,23,23,2,1,0,42,1,40,12
Pavel Kadeřábek,1024,45,231,429,371,39,13,3,438,4,564,114
Tino Kadewere,224,3,22,114,94,28,14,8,122,9,163,29
Kaiky,294,61,184,108,3,1,3,2,167,0,180,2
Florian Kainz,1496,24,207,641,673,45,82,33,812,8,877,147
Gaël Kakuta,18,0,4,11,4,0,0,0,16,0,16,1
Sasa Kalajdzic,7,0,2,1,4,2,0,0,2,0,5,1
Sasa Kalajdzic,85,0,4,44,37,18,1,0,31,0,66,13
Arnaud Kalimuendo,659,12,48,278,343,104,55,25,490,25,490,193
Yayah Kallon,356,7,31,127,207,43,30,8,233,14,237,64
Gedeon Kalulu,1653,140,609,745,314,40,41,21,1091,6,964,82
Pierre Kalulu,2099,118,890,1056,172,18,18,10,1284,0,1410,43
Justin-Noël Kalumba,220,9,50,93,82,6,19,10,173,1,154,31
Daichi Kamada,1503,24,206,898,410,69,36,15,871,13,1041,105
Waren Kamanzi,431,28,138,187,109,7,18,10,293,4,252,28
Bingourou Kamara,143,120,143,0,0,0,0,0,86,0,57,0
Boubacar Kamara,1145,65,362,662,132,10,35,16,622,1,713,8
Jakub Kamiński,942,21,145,334,470,78,66,28,550,18,606,171
Marcin Kamiński,380,48,206,152,24,4,1,1,171,0,191,3
Kevin Kampl,1016,26,201,656,169,4,12,9,652,2,707,15
Nordine Kandil,87,1,11,33,46,5,13,6,69,3,61,9
Harry Kane,1328,28,106,646,599,167,108,40,834,21,1031,193
Lee Kang-in,1426,15,169,693,598,42,134,90,831,14,897,139
Wilfried Kanga,400,15,29,160,215,69,24,8,183,5,293,72
N'Golo Kanté,404,11,53,195,163,16,18,12,230,2,279,36
Kenan Karaman,339,11,45,136,165,42,39,11,206,7,253,55
Yann Karamoh,347,4,22,139,192,35,57,26,221,11,257,74
Atakan Karazor,1349,79,415,802,147,7,23,14,598,0,783,12
Ayman Kari,94,0,32,38,27,6,7,4,70,1,64,3
Jon Karrikaburu,38,0,0,18,20,3,0,0,22,1,28,2
Rick Karsdorp,444,30,156,185,110,9,6,0,236,2,260,33
Denso Kasius,243,6,75,105,65,3,10,6,127,1,144,21
Thomas Kastanaras,29,1,5,13,11,3,1,0,15,0,17,6
Grigoris Kastanos,770,20,157,365,258,25,34,13,458,3,508,59
Silas Katompa,675,7,62,272,364,102,111,48,455,39,469,165
Moise Kean,333,3,32,146,165,57,41,14,220,20,252,76
Michael Keane,565,83,275,239,55,24,7,4,257,0,275,4
Neeskens Kebano,322,10,49,92,189,30,30,10,200,11,216,68
Kévin Keben Biakolo,198,13,69,84,49,3,10,1,118,1,96,18
Thilo Kehrer,1335,135,600,595,147,17,11,8,677,1,760,29
Check Keita,372,32,171,190,14,5,3,2,268,0,237,0
Naby Keïta,206,5,34,114,59,11,4,3,111,0,140,21
Yannik Keitel,313,10,68,177,73,10,9,4,159,1,174,16
Caoimhín Kelleher,26,18,26,0,0,0,0,0,18,0,13,0
Lloyd Kelly,1394,185,752,526,124,9,7,1,705,0,806,10
Marc-Oliver Kempf,1644,231,906,701,52,32,17,11,774,0,808,1
Kenedy,131,0,18,59,58,13,13,4,85,3,94,21
Jonjoe Kenny,1477,92,507,717,269,12,23,12,661,5,709,59
Franck Kessié,575,25,110,336,133,25,18,9,349,2,426,43
Saîf-Eddine Khaoui,963,16,147,511,330,48,52,24,665,4,592,88
Wahbi Khazri,713,23,101,361,271,64,61,28,516,22,472,91
Rani Khedira,1308,54,368,738,218,19,18,10,561,1,687,26
Anthony Khelifa,12,0,4,8,0,0,0,0,10,0,8,0
Kiké,422,15,28,180,217,68,20,12,257,6,335,58
Luca Kilian,801,87,442,326,37,7,4,2,510,0,528,4
Max Kilman,2470,432,1460,952,75,26,25,19,1443,2,1699,5
Joshua Kimmich,3073,115,618,1669,809,20,25,13,1762,4,2065,56
Presnel Kimpembe,567,59,203,327,39,7,3,2,430,0,407,4
Jakub Kiwior,248,31,124,103,22,3,1,1,141,0,148,6
Jakub Kiwior,953,177,594,307,58,15,7,5,464,1,498,6
Simon Kjær,761,95,432,322,11,2,0,0,458,0,535,1
Pascal Klemens,40,12,30,10,0,0,0,0,22,0,22,0
Mateusz Klich,189,3,25,82,85,9,6,2,110,2,124,21
Lukas Klostermann,873,54,372,458,48,5,2,1,549,0,634,12
Justin Kluivert,583,7,48,153,401,65,63,30,358,22,392,126
Ansgar Knauff,879,31,263,373,265,43,63,22,410,15,433,74
Robin Knoche,1965,234,1045,887,45,23,13,11,1093,1,1110,6
Gregor Kobel,1115,855,1108,8,0,0,1,1,671,0,613,0
Robin Koch,1963,263,1051,820,106,32,3,1,1013,0,1102,11
Samuel Koeberlé,9,0,8,0,1,0,2,1,7,0,3,1
Rudy Kohon,39,6,28,11,0,0,1,0,25,0,23,0
Dominik Kohr,1447,57,344,867,250,32,22,10,680,3,779,39
Koke,2244,70,542,1337,376,21,22,13,1246,0,1736,37
Sead Kolašinac,1547,67,408,831,322,48,12,3,1140,6,994,86
Luca Koleosho,40,0,2,13,26,5,8,4,27,3,27,15
Randal Kolo Muani,1057,17,53,427,597,196,161,71,632,66,824,240
Timothée Kolodziejczak,20,0,11,6,3,1,0,0,6,0,13,0
Cheick Konaté,377,17,156,188,46,5,31,25,252,2,222,9
Ibrahima Konaté,1317,107,589,691,43,22,14,10,829,0,918,5
Geoffrey Kondogbia,751,29,196,498,66,8,10,5,413,1,511,5
Ibrahima Koné,565,17,59,262,247,68,22,14,380,10,421,109
Kouadio Koné,1796,61,404,1127,302,24,118,57,1164,6,1268,55
Youssouf Koné,531,52,218,265,54,1,19,8,345,1,291,16
Ezri Konsa,2192,349,1280,850,70,22,15,5,1375,0,1533,11
Teun Koopmeiners,2056,85,476,916,691,63,54,28,1136,11,1396,106
Odilon Kossonou,1144,105,463,614,75,4,12,7,640,0,716,16
Filip Kostić,1488,41,237,595,674,62,52,23,809,22,943,230
Filip Kostić,45,0,10,16,20,3,3,1,23,1,23,3
Christian Kouamé,942,8,74,324,559,111,66,21,564,24,703,203
Rominigue Kouamé,1698,113,505,1002,230,19,71,50,1340,4,1180,36
Tomáš Koubek,546,431,539,7,0,0,0,0,321,0,263,0
Kalidou Koulibaly,1687,174,793,838,63,19,6,4,1083,0,1209,4
Jules Koundé,2234,117,675,1215,362,45,28,15,1477,5,1611,61
Boubakar Kouyaté,796,114,440,334,30,21,4,3,513,1,459,1
Cheikhou Kouyaté,363,39,136,166,64,14,9,6,160,3,175,14
Mateo Kovačić,1492,31,279,938,289,12,34,19,1010,2,1144,30
Viktor Kovalenko,309,10,56,150,105,19,5,4,158,2,191,28
Soichiro Kozuki,157,5,29,53,76,16,16,6,98,4,106,37
Emil Krafth,1,0,1,0,0,0,0,0,0,0,0,0
Alex Král,1108,72,273,610,241,47,51,23,552,4,600,70
Andrej Kramarić,1244,15,127,637,493,106,58,28,825,16,945,191
Christoph Kramer,1482,68,450,769,277,41,48,21,772,6,1013,60
Tom Krauß,1140,55,313,612,241,16,33,20,466,2,431,38
Rasmus Kristensen,1276,90,470,529,282,23,15,7,548,4,633,70
Julian Kristoffersen,4,0,0,2,2,0,0,0,1,0,2,2
Raimonds Krollis,16,0,2,5,9,2,1,0,8,0,11,4
Toni Kroos,2633,58,531,1618,506,18,26,9,1796,3,2106,38
Rade Krunić,1115,43,284,673,171,24,26,19,659,2,728,21
Max Kruse,144,2,11,62,72,18,4,2,68,1,105,30
Lukas Kübler,1017,78,345,486,191,20,8,5,419,1,515,50
Takefusa Kubo,1240,6,94,431,736,141,117,49,841,66,929,239
Dejan Kulusevski,1048,26,156,394,528,107,112,52,677,48,711,195
Sael Kumbedi,991,36,271,463,262,22,42,16,644,3,570,84
Marash Kumbulla,204,15,102,100,5,2,0,0,136,0,155,1
Pierre Kunde,265,11,60,155,57,3,9,5,123,0,122,1
Alou Kuol,1,0,0,1,0,0,0,0,0,0,0,0
Layvin Kurzawa,64,8,35,18,11,0,4,2,29,0,24,2
Khvicha Kvaratskhelia,1548,8,110,486,976,175,199,75,1054,84,1221,291
Grejohn Kyei,840,28,60,457,333,98,73,39,617,13,670,160
Daniel Kyereh,261,8,36,113,115,16,11,3,147,1,178,24
Giorgos Kyriakopoulos,490,20,137,194,163,9,17,11,293,1,331,50
Giorgos Kyriakopoulos,505,14,140,187,186,16,31,14,312,5,333,46
César de la Hoz,723,54,247,427,51,10,8,4,324,0,391,6
Luca de la Torre,774,13,122,371,291,31,21,12,520,4,542,73
Rémy Labeau Lascary,55,1,9,15,31,12,7,2,40,0,40,16
Gaëtan Laborde,1031,21,109,423,507,153,55,26,700,21,696,196
Gaëtan Laborde,92,2,3,41,51,24,2,2,61,4,59,20
Alexandre Lacazette,1272,13,81,495,704,210,76,38,948,18,929,227
Qazim Laçi,171,3,20,109,44,1,4,2,118,0,109,4
Maxence Lacroix,1298,160,690,586,29,9,8,7,777,0,833,4
Alban Lafont,1312,1112,1309,4,0,0,3,1,864,0,547,0
Aïssa Laïdouni,433,16,94,220,129,8,30,14,280,0,267,25
Konrad Laimer,985,26,203,553,249,38,56,32,611,10,645,52
Stefan Lainer,720,37,203,383,136,20,11,2,382,5,477,39
Kenny Lala,1029,62,368,463,215,8,25,12,623,0,520,30
Adam Lallana,373,6,43,180,151,33,6,3,206,4,295,43
Vassilis Lambropoulos,329,51,174,141,19,13,1,0,121,0,129,0
Érik Lamela,1038,3,105,397,550,108,75,33,656,28,751,162
Mohamed Lamine Bayo,191,2,7,70,117,39,15,10,140,5,150,48
Sam Lammers,409,15,38,214,163,44,29,16,260,6,335,65
Sam Lammers,358,12,35,151,179,49,23,10,193,6,268,67
Tariq Lamptey,376,15,80,138,161,17,28,8,232,7,256,58
Manuel Lanzini,192,3,32,111,50,3,3,1,116,0,150,6
Aymeric Laporte,1036,85,335,538,166,13,4,2,702,0,806,11
Julien Laporte,1005,230,578,411,17,6,1,1,709,0,671,0
Cyle Larin,472,21,48,189,242,89,26,10,304,11,370,72
Juan Larios,106,10,32,55,20,2,4,3,38,1,47,1
Yasser Larouci,1073,72,324,485,289,26,87,38,730,14,643,113
Jordan Larsson,173,2,20,90,67,12,13,4,91,1,106,29
Kevin Lasagna,482,15,62,182,249,67,38,13,267,14,317,105
Jamaal Lascelles,118,27,68,47,4,4,0,0,64,0,75,0
Juanmi Latasa,240,8,16,115,110,27,7,2,107,0,178,33
Toni Lato,583,22,149,247,191,18,10,7,280,2,346,47
Danny Latza,503,16,142,257,111,15,13,4,244,1,282,15
Armand Lauriente,1100,7,81,392,654,106,140,64,762,50,816,263
Armand Lauriente,136,0,26,52,64,19,17,14,103,5,87,21
Roméo Lavia,1288,58,298,828,177,1,50,28,804,0,794,14
Lázaro,321,4,27,138,162,38,28,15,208,3,236,59
Valentino Lazaro,1017,38,200,433,394,23,35,16,496,8,607,84
Marko Lazetić,4,0,0,2,2,1,0,0,2,0,3,3
Darko Lazović,1052,26,197,411,461,67,54,19,542,21,620,167
Manuel Lazzari,1380,52,433,657,310,27,41,18,789,15,921,74
Théo Le Bris,792,34,211,323,265,48,38,15,556,20,503,103
Julien Le Cardinal,153,8,28,69,57,5,4,2,103,0,96,13
Jérémy Le Douaron,718,27,92,300,341,86,74,22,490,13,512,132
Enzo Le Fée,2611,89,558,1422,675,35,155,68,1970,13,1798,105
Vincent Le Goff,2358,173,848,1158,371,31,32,12,1584,4,1423,84
Maxime Le Marchand,1405,177,627,720,74,12,17,15,969,0,854,4
Robin Le Normand,1976,242,946,988,53,21,2,2,1200,0,1272,2
Rafael Leão,1195,10,66,487,672,144,171,77,804,64,924,235
Paolo Lebas,18,0,2,12,4,0,1,1,13,0,11,0
Jean-Louis Leca,42,40,42,0,0,0,0,0,29,0,19,0
Benjamin Lecomte,298,228,290,8,0,0,0,0,124,0,87,0
Benjamin Lecomte,698,567,694,5,0,0,1,1,426,0,294,0
Jeremías Ledesma,1221,1001,1209,9,3,3,4,4,602,0,372,0
Pierre Lees-Melou,1840,116,576,1000,300,19,44,22,1309,7,1089,45
Diogo Leite,1626,200,765,765,110,20,5,1,895,1,962,14
Maxim Leitsch,405,42,188,205,12,2,1,0,203,1,225,1
Florian Lejeune,1666,187,804,789,86,21,7,4,956,0,1052,3
Iñigo Lekue,951,45,265,450,249,13,22,11,521,6,506,59
Thomas Lemar,936,17,148,483,316,23,44,21,607,3,744,79
Félix Lemaréchal,143,0,21,67,58,5,10,3,98,3,93,9
Dexter Lembikisa,13,0,3,7,3,0,0,0,7,0,8,3
Mario Lemina,794,67,292,430,81,4,18,11,414,0,521,9
Mario Lemina,724,39,204,451,73,6,16,11,579,0,549,10
Tim Lemperle,85,4,13,37,38,9,8,3,49,2,53,16
Clément Lenglet,1666,178,805,761,107,17,12,7,1142,1,1256,7
Bernd Leno,1499,1188,1492,7,0,0,0,0,857,0,752,0
Christopher Lenz,966,51,249,439,288,19,14,11,465,3,517,67
Donovan Léon,86,80,86,0,0,0,1,1,51,0,28,0
Sergio León,345,5,26,159,170,49,30,10,210,6,242,75
Johann Lepenant,1543,35,315,932,309,18,48,21,1226,2,1107,44
Mehdi Léris,1296,51,263,592,464,78,69,29,742,13,874,165
Jefferson Lerma,1934,165,587,1030,338,44,23,13,946,1,1162,30
Benjamin Leroy,952,747,950,2,0,0,0,0,532,0,314,0
Léo Leroy,692,23,184,401,123,19,30,11,467,3,398,25
Alexandre Letellier,4,4,4,0,0,0,0,0,3,0,3,0
Ruan Levine,23,0,4,9,10,3,2,2,20,0,16,4
Robert Lewandowski,1155,17,41,432,694,210,59,30,781,25,998,248
Jamie Leweling,123,0,12,33,82,18,25,5,87,2,89,24
Jamal Lewis,15,0,6,4,5,2,0,0,10,0,13,1
Rico Lewis,742,26,133,416,199,12,14,8,511,3,593,26
Keane Lewis-Potter,138,4,24,48,69,18,14,4,93,3,91,39
Dimitri Liénard,1169,35,291,514,379,9,27,10,733,2,664,111
Philipp Lienhart,1864,220,999,812,63,20,8,4,1126,2,1206,4
Matthijs de Ligt,2322,205,1018,1183,132,39,4,0,1592,0,1704,14
Dimitris Limnios,28,0,2,10,16,3,2,2,18,0,18,7
Victor Lindelöf,1074,145,550,491,35,5,3,2,652,0,739,1
Jesper Lindstrøm,791,12,106,316,383,94,86,28,440,40,507,136
Karol Linetty,1175,37,213,708,260,21,22,7,625,3,767,32
Jesse Lingard,371,7,44,202,132,16,10,6,214,0,263,38
Samuel Lino,1611,15,178,582,881,162,121,53,1073,60,1165,260
Pol Lirola,396,18,126,159,117,8,19,7,213,1,210,35
Mateusz Lis,342,271,339,3,0,0,0,0,212,0,132,0
Marcin Listkowski,34,2,10,11,13,1,0,0,17,0,20,4
Valentino Livramento,37,5,19,16,3,0,3,2,10,0,16,0
Dejan Ljubicic,809,15,116,376,334,58,47,19,476,10,530,95
Javier Llabrés,5,1,2,2,1,0,0,0,3,0,3,0
Diego Llorente,506,59,283,210,15,6,3,2,303,0,312,1
Diego Llorente,355,49,205,135,16,8,2,1,220,0,238,3
Marcos Llorente,997,35,216,378,415,64,27,12,558,15,661,139
Hugo Lloris,794,723,792,2,0,0,0,0,430,0,353,0
Giovani Lo Celso,854,10,113,367,388,42,47,22,555,10,651,70
Stanislav Lobotka,2536,66,523,1653,379,14,27,18,1628,9,1950,39
Manuel Locatelli,1671,100,466,939,283,20,27,15,804,4,1083,37
Luka Lochoshvili,1019,133,561,414,54,9,9,6,544,0,589,5
Bradley Locko,629,44,216,290,138,8,36,15,374,3,304,39
Bradley Locko,160,12,58,75,29,3,14,9,101,1,83,5
Renan Lodi,1143,96,478,418,263,21,39,16,546,2,535,70
Ruben Loftus-Cheek,1068,40,185,576,322,42,60,30,651,10,774,86
Sean Longstaff,1433,45,278,742,420,76,27,8,752,8,951,115
Ademola Lookman,867,2,58,350,470,111,80,34,572,33,675,185
Anthony Lopes,1098,923,1092,7,0,0,2,0,764,0,528,0
Rony Lopes,1124,19,154,538,454,57,85,45,805,13,755,117
David López,1379,207,795,553,37,16,6,6,823,0,959,4
Diego López,29,23,29,0,0,0,0,0,14,0,12,0
Diego López,215,4,37,78,104,27,19,9,135,5,146,46
Maxime Lopez,1855,60,456,1070,345,14,27,11,1214,2,1407,40
Pau López,1174,750,1137,37,0,0,0,0,880,0,635,0
Unai López,1076,9,142,633,311,22,27,12,635,5,757,43
Dion Lopy,935,41,209,533,211,12,36,16,696,1,612,38
Anthony Losilla,1286,90,366,705,234,39,20,9,410,1,551,42
Jordan Lotomba,1720,93,506,857,385,20,73,38,1131,6,1034,99
Matteo Lovato,411,58,233,172,9,0,0,0,210,1,227,1
Dejan Lovren,1273,138,536,695,48,17,2,1,940,1,850,1
Sandi Lovrić,1272,35,210,646,438,55,38,14,734,10,818,90
Jamal Lowe,4,0,0,3,1,0,0,0,2,0,3,0
Anthony Lozano,495,20,61,246,199,47,44,17,313,7,397,58
Hirving Lozano,811,9,73,285,467,77,78,38,570,22,607,190
Pol Lozano,12,2,7,4,1,0,0,0,7,0,6,0
Jean Lucas,191,8,29,136,32,5,14,9,147,1,125,6
Jhon Lucumí,2258,304,1222,998,51,16,6,4,1409,2,1537,6
José Luis Gayà,1986,77,570,734,703,49,36,25,1006,8,1132,200
José Luis Morales,402,2,35,142,233,79,51,18,233,26,283,92
José Luis Palomino,607,48,261,313,39,9,3,2,308,1,339,3
Douglas Luiz,2118,75,534,1161,443,19,44,24,1142,4,1326,35
Romelu Lukaku,575,18,26,211,339,100,29,15,328,12,482,159
Castello Lukeba,2580,234,1115,1399,85,28,17,11,2066,3,1885,9
Dodi Lukebakio,979,20,111,412,481,103,141,67,644,48,683,178
Saša Lukić,253,9,49,155,52,3,5,4,146,1,171,5
Saša Lukić,850,29,129,537,190,23,7,1,448,4,556,33
Andriy Lunin,234,186,232,2,0,0,0,0,144,0,142,0
Andrey Lunyov,45,34,44,1,0,0,0,0,35,0,29,0
Sebastiano Luperto,2057,414,1236,783,52,23,2,2,1125,1,1191,3
Lyanco,720,123,368,297,64,12,11,8,368,1,353,4
Charalambos Lykogiannis,855,31,226,403,234,5,11,4,466,0,544,47
Youssouf M'Changama,621,19,144,323,159,15,23,10,436,1,401,35
Awer Mabil,77,2,11,31,36,2,4,2,47,0,57,14
Alexis Mac Allister,2182,48,367,1194,644,63,72,42,1319,8,1644,77
Deiver Machado,1105,46,269,484,364,30,54,17,737,10,649,131
Darwin Machís,295,7,41,110,148,32,30,11,199,11,204,53
James Maddison,1447,17,160,647,655,103,107,46,964,31,1075,155
Noni Madueke,405,11,45,133,233,62,63,33,278,26,315,100
Pablo Maffeo,1599,104,462,660,499,56,85,35,804,14,860,134
Gabriel Magalhães,2776,307,1153,1419,215,53,3,2,1746,3,1934,16
Lisandro Magallán,480,77,302,163,20,11,1,1,249,0,250,0
Soungoutou Magassa,47,1,12,31,5,0,2,1,29,0,23,1
Giulio Maggiore,580,18,138,351,93,8,4,1,300,1,365,13
Giangiacomo Magnani,683,102,341,323,27,7,5,3,316,1,307,5
Hugo Magnetti,931,29,215,541,186,10,35,23,658,1,567,27
Yohann Magnin,1643,60,430,999,226,28,32,7,1168,2,1071,56
Harry Maguire,672,77,353,291,32,9,3,2,414,1,448,4
Jon Magunacelaya,28,1,9,4,15,2,1,1,18,0,15,3
Riyad Mahrez,1392,14,105,494,802,110,73,25,934,45,1042,242
Arne Maier,862,23,167,380,320,38,37,16,418,15,483,77
Mike Maignan,853,639,838,15,0,0,0,0,618,0,525,0
Linton Maina,932,11,81,349,523,99,68,22,597,37,626,173
Kobbie Mainoo,11,0,2,4,5,3,1,0,5,0,6,1
Ainsley Maitland-Niles,912,73,328,440,155,7,22,17,407,2,509,35
Jordan Majchrzak,4,0,0,2,2,0,0,0,3,0,4,1
Lovro Majer,1187,18,142,572,493,62,45,28,929,8,842,115
Jean-Victor Makengo,393,11,64,223,112,6,15,11,259,0,290,31
Jean-Victor Makengo,652,27,152,405,109,6,35,21,546,1,497,30
Béni Makouana,67,2,6,28,36,11,9,2,49,0,46,17
Nemanja Maksimović,794,44,189,437,174,35,9,3,300,4,346,29
Tyrell Malacia,989,54,378,392,225,16,19,6,472,3,557,33
Lorenzo Malagrida,51,0,6,27,18,5,2,2,22,1,34,10
Daniel Maldini,289,7,40,121,132,15,46,23,158,4,183,34
Youssef Maleh,150,4,18,79,53,11,3,1,93,1,96,17
Youssef Maleh,296,11,72,138,87,15,8,2,143,3,167,19
Donyell Malen,869,10,64,321,498,101,115,51,628,38,715,182
Ruslan Malinovskyi,425,2,61,220,152,8,21,9,279,3,303,36
Ruslan Malinovskyi,698,12,80,311,323,26,42,27,533,5,509,81
Hugo Mallo,1694,90,549,744,415,51,17,5,853,2,999,108
